multa_id,velocidad_registrada,velocidad_maxima,radar_id,estado_multa,fecha,hora,ubicacion,patente,exceso_velocidad_real,exceso_velocidad
53,50.0,40,R02,PAGADA,1932-01-01,09:04,AV SIEMPRE VIVA,HF58HXP,10.0,8.0
55,57.0,40,R01,ERROR,2020-02-09,00:00,AV SIEMPRE VIVA,9999868,17.0,15.0
56,54.0,40,R01,ERROR,1932-01-01,08:03,AV LIBERTADOR,VTIIAHV,14.0,12.0
57,93.0,80,R02,PAGADA,2022-05-26,09:04,AV SIEMPRE VIVA,NTHGLFT,13.0,9.0
59,59.0,40,R02,PAGADA,2022-01-07,14:03,RUTA 9,FD1475,19.0,17.0
60,124.0,80,R01,APELADA,1932-01-01,18:02,RUTA 9,FVIOUHP,44.0,40.0
61,99.0,80,R01,ERROR,2022-11-08,00:00,RUTA 9,VY90540,19.0,15.0
63,81.0,60,R02,ERROR,2022-12-14,08:03,AV LIBERTADOR,6NCE831,21.0,18.0
64,86.0,80,R01,APELADA,1932-01-01,09:04,RUTA 9,M431ZW,6.0,2.0
66,152.0,80,R03,IMPAGA,1932-01-01,08:04,RUTA 9,NTHGLFT,72.0,68.0
68,76.0,40,,PAGADA,2020-11-11,14:03,AV SIEMPRE VIVA,HK06YMX,36.0,34.0
69,77.0,40,R03,IMPAGA,2021-05-25,18:02,RUTA 9,VNK296GP,37.0,35.0
71,116.0,80,R01,PAGADA,2021-07-14,09:05,AV LIBERTADOR,RFH373,36.0,32.0
72,104.0,60,R02,PAGADA,2021-05-30,14:03,AV SIEMPRE VIVA,HK06YMX,44.0,41.0
75,57.0,40,R01,PAGADA,2021-04-21,00:00,AV LIBERTADOR,W326AVE,17.0,15.0
77,83.0,40,R01,PAGADA,1932-01-01,00:00,RUTA 9,B81JKY,43.0,41.0
79,96.0,60,R02,ERROR,1932-01-01,08:04,AV SIEMPRE VIVA,MVU4688,36.0,33.0
81,108.0,60,R03,IMPAGA,2022-04-10,18:03,AV SIEMPRE VIVA,8B90638,48.0,45.0
82,60.0,40,R01,PAGADA,2020-02-13,09:05,AV SIEMPRE VIVA,5777770,20.0,18.0
90,49.0,40,,PAGADA,2023-09-21,18:04,RUTA 9,MVU4688,9.0,7.0
91,148.0,80,R01,PAGADA,2023-07-09,00:00,AV LIBERTADOR,INTIGR8,68.0,64.0
92,103.0,40,R02,ERROR,2023-08-15,14:04,AV LIBERTADOR,CD05601,63.0,61.0
93,73.0,60,R01,IMPAGA,2022-04-23,08:04,AV LIBERTADOR,3646HBH,13.0,10.0
101,101.0,40,R01,PAGADA,2022-12-05,14:04,AV LIBERTADOR,RFH373,61.0,59.0
102,147.0,80,R02,ERROR,2023-10-10,18:04,AV LIBERTADOR,B81JKY,67.0,63.0
103,91.0,60,R03,ERROR,2020-05-19,09:06,AV LIBERTADOR,5777770,31.0,28.0
104,114.0,60,,APELADA,1932-01-01,18:04,AV LIBERTADOR,CD05601,54.0,51.0
106,77.0,40,,IMPAGA,1932-01-01,09:06,RUTA 9,WEFLYN,37.0,35.0
109,77.0,60,R03,PAGADA,2021-08-12,00:00,AV SIEMPRE VIVA,DI2LOT,17.0,14.0
114,121.0,60,,ERROR,1932-01-01,18:05,RUTA 9,BX55DOG,61.0,58.0
127,116.0,40,R01,ERROR,1932-01-01,14:04,AV SIEMPRE VIVA,8B90638,76.0,74.0
129,123.0,80,R02,PAGADA,2022-09-24,00:00,AV SIEMPRE VIVA,T0YDR,43.0,39.0
131,106.0,80,R01,PAGADA,1932-01-01,09:07,AV SIEMPRE VIVA,409,26.0,22.0
134,101.0,80,R01,APELADA,1932-01-01,18:06,RUTA 9,UW3932,21.0,17.0
138,153.0,80,R03,ERROR,2021-05-09,18:06,AV SIEMPRE VIVA,831MDB,73.0,69.0
140,110.0,60,R03,PAGADA,1932-01-01,09:08,AV LIBERTADOR,MVU4688,50.0,47.0
141,108.0,60,R03,IMPAGA,2022-04-13,00:00,AV LIBERTADOR,INTIGR8,48.0,45.0
144,79.0,40,R03,ERROR,1932-01-01,08:06,RUTA 9,HF58HXP,39.0,37.0
146,125.0,80,R02,APELADA,2022-07-03,18:07,AV LIBERTADOR,T0YDR,45.0,41.0
147,129.0,60,,ERROR,2021-12-13,09:08,AV SIEMPRE VIVA,WEFLYN,69.0,66.0
148,106.0,80,R03,ERROR,2023-10-07,09:08,AV LIBERTADOR,FD1475,26.0,22.0
149,109.0,80,,APELADA,2022-11-25,14:05,AV LIBERTADOR,990XYK,29.0,25.0
150,100.0,60,R03,APELADA,2020-01-04,08:07,AV SIEMPRE VIVA,INTIGR8,40.0,37.0
155,116.0,80,R01,PAGADA,2024-01-03,00:00,RUTA 9,691XC80,36.0,32.0
161,82.0,60,R01,APELADA,2020-04-26,09:08,AV LIBERTADOR,990XYK,22.0,19.0
162,118.0,60,R03,IMPAGA,2020-06-10,08:07,AV LIBERTADOR,NTHGLFT,58.0,55.0
164,97.0,80,R03,PAGADA,2020-10-07,00:00,RUTA 9,MVU4688,17.0,13.0
165,108.0,40,,APELADA,2021-09-25,00:00,AV LIBERTADOR,GE1466,68.0,66.0
166,112.0,80,,ERROR,2020-02-24,14:05,RUTA 9,BM351,32.0,28.0
170,88.0,80,R02,PAGADA,2021-01-18,18:08,AV LIBERTADOR,WEFLYN,8.0,4.0
171,75.0,40,R03,IMPAGA,2023-08-11,00:00,RUTA 9,CD05601,35.0,33.0
172,110.0,40,R03,APELADA,2020-02-08,14:05,RUTA 9,810TCH,70.0,68.0
176,91.0,60,R01,PAGADA,1932-01-01,09:09,AV SIEMPRE VIVA,B81JKY,31.0,28.0
178,70.0,60,R02,PAGADA,2020-11-18,09:09,RUTA 9,WU341A,10.0,7.0
183,102.0,40,R03,PAGADA,1932-01-01,08:08,AV SIEMPRE VIVA,UM96201,62.0,60.0
184,111.0,80,R03,ERROR,1932-01-01,00:00,RUTA 9,81ZFJD,31.0,27.0
188,93.0,40,,PAGADA,2021-08-13,08:08,RUTA 9,TL03GOG,53.0,51.0
190,153.0,80,R01,PAGADA,2020-03-03,09:10,AV LIBERTADOR,VNK296GP,73.0,69.0
191,98.0,60,,IMPAGA,2022-02-05,08:08,RUTA 9,VY90540,38.0,35.0
192,140.0,80,,ERROR,2021-12-18,18:09,AV SIEMPRE VIVA,YLO8WUE,60.0,56.0
193,117.0,40,R01,PAGADA,2021-04-03,09:10,AV SIEMPRE VIVA,3646HBH,77.0,75.0
197,69.0,40,,APELADA,2020-05-03,00:00,AV SIEMPRE VIVA,DK414N,29.0,27.0
200,85.0,60,R02,PAGADA,2022-09-13,14:06,RUTA 9,5777770,25.0,22.0
202,137.0,60,R03,ERROR,1932-01-01,18:09,RUTA 9,6611172,77.0,74.0
204,93.0,80,R03,PAGADA,2020-04-18,14:06,AV LIBERTADOR,6611172,13.0,9.0
207,159.0,80,R02,PAGADA,1932-01-01,14:07,AV SIEMPRE VIVA,OUTSTDN,79.0,75.0
208,79.0,60,R02,ERROR,1932-01-01,09:11,AV LIBERTADOR,VNK296GP,19.0,16.0
209,97.0,60,,IMPAGA,1932-01-01,18:09,RUTA 9,GN64OTP,37.0,34.0
211,97.0,80,R03,PAGADA,2022-06-06,00:00,RUTA 9,2999961,17.0,13.0
216,109.0,60,R03,APELADA,2022-03-07,09:11,RUTA 9,M431ZW,49.0,46.0
217,92.0,40,R03,APELADA,2022-08-02,00:00,RUTA 9,B81JKY,52.0,50.0
218,129.0,60,R02,APELADA,1932-01-01,00:00,AV LIBERTADOR,5777770,69.0,66.0
221,156.0,80,R02,APELADA,2021-11-24,09:11,AV SIEMPRE VIVA,RFH373,76.0,72.0
222,83.0,60,R03,ERROR,2023-06-25,18:10,AV SIEMPRE VIVA,XIIUME,23.0,20.0
227,109.0,80,,IMPAGA,1932-01-01,14:07,AV LIBERTADOR,CD05601,29.0,25.0
228,141.0,80,R02,APELADA,1932-01-01,18:10,RUTA 9,CT5B876,61.0,57.0
229,104.0,60,R01,PAGADA,2022-06-16,18:10,AV LIBERTADOR,8B90638,44.0,41.0
231,108.0,60,R03,APELADA,2021-04-05,14:07,AV LIBERTADOR,AI7OVF,48.0,45.0
233,108.0,40,R01,APELADA,1932-01-01,18:10,AV SIEMPRE VIVA,NHZ1002,68.0,66.0
236,70.0,60,R03,PAGADA,2020-09-05,08:09,RUTA 9,831MDB,10.0,7.0
240,100.0,80,R01,APELADA,2020-07-31,08:10,AV SIEMPRE VIVA,W326AVE,20.0,16.0
241,65.0,40,R03,ERROR,2022-06-04,18:11,RUTA 9,CT5B876,25.0,23.0
243,116.0,40,R02,IMPAGA,2021-03-15,00:00,AV LIBERTADOR,NHZ1002,76.0,74.0
247,141.0,80,R02,APELADA,2022-01-18,18:11,RUTA 9,GN64OTP,61.0,57.0
248,123.0,60,,ERROR,2020-08-30,18:11,AV LIBERTADOR,VY90540,63.0,60.0
249,78.0,60,R02,APELADA,2020-04-13,08:10,AV LIBERTADOR,6611172,18.0,15.0
256,125.0,80,R03,ERROR,2020-04-30,00:00,AV SIEMPRE VIVA,XIIUME,45.0,41.0
257,78.0,40,R02,ERROR,2023-03-31,14:08,AV SIEMPRE VIVA,BM351,38.0,36.0
259,141.0,80,R03,PAGADA,2021-09-30,14:09,AV SIEMPRE VIVA,HAMSTUR,61.0,57.0
262,94.0,60,R01,ERROR,2020-03-29,00:00,AV LIBERTADOR,BHRP770,34.0,31.0
263,98.0,60,R02,PAGADA,2020-11-03,18:12,AV SIEMPRE VIVA,990XYK,38.0,35.0
268,68.0,60,,APELADA,2023-09-03,14:09,AV LIBERTADOR,GLEN1E,8.0,5.0
275,139.0,80,R03,APELADA,2022-03-15,14:09,AV LIBERTADOR,WEFLYN,59.0,55.0
285,153.0,80,R02,ERROR,2022-02-03,14:10,AV LIBERTADOR,41RSTZ,73.0,69.0
288,91.0,80,,IMPAGA,2023-05-31,08:11,RUTA 9,GCP332,11.0,7.0
294,82.0,40,R03,IMPAGA,2023-11-09,18:14,RUTA 9,810TCH,42.0,40.0
297,88.0,60,R03,APELADA,2022-07-22,00:00,AV SIEMPRE VIVA,GOOGLE,28.0,25.0
298,99.0,80,R01,ERROR,2021-09-18,00:00,RUTA 9,VY90540,19.0,15.0
301,121.0,80,,PAGADA,1932-01-01,09:13,AV SIEMPRE VIVA,J1S1,41.0,37.0
302,157.0,80,R03,ERROR,2021-11-08,18:14,RUTA 9,GN64OTP,77.0,73.0
303,99.0,60,R01,APELADA,1932-01-01,14:10,AV LIBERTADOR,CBMUK,39.0,36.0
306,133.0,80,R02,IMPAGA,2023-07-26,08:12,AV SIEMPRE VIVA,XIIUME,53.0,49.0
307,96.0,40,R01,PAGADA,2023-01-06,18:14,RUTA 9,409,56.0,54.0
308,153.0,80,,ERROR,2022-09-13,08:12,RUTA 9,FD1475,73.0,69.0
309,124.0,60,R02,ERROR,2022-07-03,14:10,RUTA 9,VTIIAHV,64.0,61.0
311,120.0,40,R01,PAGADA,2023-04-02,09:13,RUTA 9,CBMUK,80.0,78.0
315,104.0,60,R03,IMPAGA,2020-02-10,09:14,AV LIBERTADOR,MPX9357,44.0,41.0
317,88.0,80,R01,IMPAGA,1932-01-01,18:15,RUTA 9,GN64OTP,8.0,4.0
319,73.0,40,R02,IMPAGA,1932-01-01,09:14,AV LIBERTADOR,WU341A,33.0,31.0
320,120.0,60,,ERROR,2020-12-18,08:12,RUTA 9,OUTSTDN,60.0,57.0
322,100.0,80,R02,ERROR,2021-07-12,08:13,AV SIEMPRE VIVA,UW3932,20.0,16.0
324,96.0,80,R03,PAGADA,1932-01-01,09:14,AV LIBERTADOR,HAMSTUR,16.0,12.0
325,159.0,80,R02,ERROR,2022-12-21,00:00,RUTA 9,9999868,79.0,75.0
327,93.0,40,R01,ERROR,2020-02-28,00:00,AV LIBERTADOR,J1S1,53.0,51.0
328,156.0,80,R02,PAGADA,1932-01-01,14:11,AV SIEMPRE VIVA,GN64OTP,76.0,72.0
329,133.0,60,R03,APELADA,2021-11-17,18:15,RUTA 9,UM96201,73.0,70.0
332,151.0,80,,PAGADA,2023-10-09,00:00,AV SIEMPRE VIVA,HK06YMX,71.0,67.0
334,64.0,40,,IMPAGA,2023-08-21,00:00,AV LIBERTADOR,810TCH,24.0,22.0
340,105.0,40,R03,APELADA,2021-10-25,18:15,AV LIBERTADOR,T0YDR,65.0,63.0
342,79.0,40,R03,APELADA,2023-12-03,09:16,AV LIBERTADOR,6611172,39.0,37.0
353,127.0,80,,PAGADA,2023-02-22,14:12,AV LIBERTADOR,FVIOUHP,47.0,43.0
354,105.0,80,R01,APELADA,2020-12-25,14:12,AV LIBERTADOR,HF58HXP,25.0,21.0
356,67.0,60,R02,PAGADA,2022-09-11,09:16,AV LIBERTADOR,MX60NZA,7.0,4.0
364,90.0,40,R02,PAGADA,1932-01-01,14:12,AV LIBERTADOR,HK06YMX,50.0,48.0
371,90.0,40,R01,IMPAGA,2023-10-10,18:17,RUTA 9,8B90638,50.0,48.0
380,103.0,80,R01,APELADA,2023-09-29,09:18,AV LIBERTADOR,691XC80,23.0,19.0
382,135.0,80,R01,IMPAGA,1932-01-01,08:14,AV SIEMPRE VIVA,589222,55.0,51.0
383,63.0,40,R01,ERROR,2023-12-16,18:17,AV LIBERTADOR,0695DVH,23.0,21.0
385,45.0,40,R02,APELADA,2021-07-14,08:14,AV LIBERTADOR,409,5.0,3.0
387,125.0,60,R02,IMPAGA,2022-11-11,00:00,AV SIEMPRE VIVA,MX60NZA,65.0,62.0
388,119.0,40,R03,ERROR,2020-11-21,09:18,AV LIBERTADOR,81ZFJD,79.0,77.0
389,112.0,80,R03,IMPAGA,2023-02-18,14:13,AV LIBERTADOR,GE1466,32.0,28.0
392,134.0,60,,PAGADA,1932-01-01,18:18,RUTA 9,J1S1,74.0,71.0
394,133.0,80,R02,ERROR,2023-05-05,09:19,AV SIEMPRE VIVA,GLEN1E,53.0,49.0
396,90.0,80,,ERROR,2022-11-16,14:13,AV LIBERTADOR,41RSTZ,10.0,6.0
397,94.0,80,R02,APELADA,2020-07-01,00:00,RUTA 9,HF3461,14.0,10.0
399,69.0,40,R03,IMPAGA,1932-01-01,09:19,AV SIEMPRE VIVA,810TCH,29.0,27.0
400,94.0,60,,ERROR,2021-01-28,00:00,RUTA 9,BM351,34.0,31.0
402,119.0,60,R02,APELADA,1932-01-01,09:19,RUTA 9,YLO8WUE,59.0,56.0
404,49.0,40,R03,PAGADA,1932-01-01,18:18,AV SIEMPRE VIVA,PIW4215,9.0,7.0
405,118.0,80,,ERROR,1932-01-01,09:19,AV SIEMPRE VIVA,HF58HXP,38.0,34.0
406,155.0,80,R02,PAGADA,1932-01-01,09:20,AV LIBERTADOR,WU08YWC,75.0,71.0
407,115.0,60,R01,PAGADA,2022-06-20,08:15,RUTA 9,6EVY261,55.0,52.0
408,91.0,40,R02,IMPAGA,2022-06-15,18:18,AV LIBERTADOR,MVU4688,51.0,49.0
410,98.0,60,R01,PAGADA,2023-01-08,00:00,AV SIEMPRE VIVA,UM96201,38.0,35.0
412,104.0,60,R03,ERROR,2022-04-20,08:15,AV SIEMPRE VIVA,41RSTZ,44.0,41.0
413,104.0,60,,PAGADA,2021-03-23,18:19,AV SIEMPRE VIVA,CT5B876,44.0,41.0
414,59.0,40,R02,IMPAGA,2021-02-19,09:20,AV LIBERTADOR,YLO8WUE,19.0,17.0
416,97.0,40,R01,IMPAGA,1932-01-01,14:13,AV LIBERTADOR,BX55DOG,57.0,55.0
418,90.0,40,R03,ERROR,1932-01-01,09:20,AV SIEMPRE VIVA,WU341A,50.0,48.0
421,115.0,40,R02,PAGADA,2020-04-25,08:15,RUTA 9,XIIUME,75.0,73.0
422,116.0,60,R01,IMPAGA,2024-01-17,18:19,AV SIEMPRE VIVA,XIIUME,56.0,53.0
424,89.0,40,R01,ERROR,2023-05-26,14:14,AV LIBERTADOR,XIIUME,49.0,47.0
428,68.0,60,R03,APELADA,2023-07-01,09:20,RUTA 9,GN64OTP,8.0,5.0
430,71.0,40,,APELADA,2023-11-13,00:00,RUTA 9,FVIOUHP,31.0,29.0
431,114.0,80,,IMPAGA,2020-12-02,18:20,AV LIBERTADOR,XIIUME,34.0,30.0
432,88.0,80,R01,PAGADA,2023-06-20,09:21,RUTA 9,6NCE831,8.0,4.0
433,66.0,60,R03,APELADA,1932-01-01,08:16,RUTA 9,VY90540,6.0,3.0
434,70.0,60,,ERROR,2021-11-24,18:20,AV SIEMPRE VIVA,GLEN1E,10.0,7.0
435,91.0,60,R01,PAGADA,2021-10-11,00:00,RUTA 9,T0YDR,31.0,28.0
436,86.0,60,,ERROR,2022-12-10,09:21,RUTA 9,409,26.0,23.0
437,53.0,40,R01,ERROR,1932-01-01,09:21,RUTA 9,WU08YWC,13.0,11.0
441,117.0,60,R01,ERROR,2021-08-13,18:21,AV SIEMPRE VIVA,691XC80,57.0,54.0
444,74.0,60,R02,PAGADA,2022-01-18,00:00,AV LIBERTADOR,3646HBH,14.0,11.0
445,72.0,40,,ERROR,1932-01-01,09:21,AV SIEMPRE VIVA,HAMSTUR,32.0,30.0
449,99.0,80,R02,IMPAGA,2023-09-23,09:21,AV LIBERTADOR,CD05601,19.0,15.0
451,160.0,80,,APELADA,2020-06-21,00:00,AV LIBERTADOR,6NCE831,80.0,76.0
452,122.0,80,,APELADA,2023-07-17,14:14,AV LIBERTADOR,OUTSTDN,42.0,38.0
455,82.0,40,,ERROR,2020-05-14,09:22,AV SIEMPRE VIVA,HK06YMX,42.0,40.0
456,116.0,80,R02,IMPAGA,2020-05-05,18:21,AV LIBERTADOR,XIIUME,36.0,32.0
460,95.0,60,R02,ERROR,2021-06-29,18:21,RUTA 9,81ZFJD,35.0,32.0
461,125.0,80,R01,ERROR,1932-01-01,08:16,AV SIEMPRE VIVA,M20CPR,45.0,41.0
464,98.0,40,,APELADA,2022-11-30,18:21,AV LIBERTADOR,T0YDR,58.0,56.0
467,146.0,80,R01,PAGADA,2022-02-14,00:00,AV SIEMPRE VIVA,OUTSTDN,66.0,62.0
469,115.0,80,,PAGADA,2021-04-23,00:00,AV LIBERTADOR,NTHGLFT,35.0,31.0
471,84.0,60,R03,PAGADA,2020-01-11,00:00,AV SIEMPRE VIVA,B81JKY,24.0,21.0
472,75.0,40,R02,PAGADA,2020-04-28,00:00,AV LIBERTADOR,YLO8WUE,35.0,33.0
473,99.0,60,R03,IMPAGA,2021-03-29,18:22,AV SIEMPRE VIVA,2999961,39.0,36.0
476,106.0,60,R03,PAGADA,1932-01-01,00:00,AV SIEMPRE VIVA,6NCE831,46.0,43.0
479,94.0,80,R01,PAGADA,2022-11-03,18:22,AV LIBERTADOR,PIW4215,14.0,10.0
481,93.0,80,R03,IMPAGA,2020-01-06,09:23,RUTA 9,831MDB,13.0,9.0
482,106.0,40,R03,ERROR,1932-01-01,18:23,RUTA 9,691XC80,66.0,64.0
484,77.0,40,R02,IMPAGA,2023-04-14,08:17,AV SIEMPRE VIVA,UM96201,37.0,35.0
486,92.0,60,R01,ERROR,2020-05-20,18:23,AV SIEMPRE VIVA,691XC80,32.0,29.0
487,93.0,80,R01,ERROR,2024-02-06,18:23,AV LIBERTADOR,NHZ1002,13.0,9.0
488,100.0,60,R03,PAGADA,2020-03-31,14:15,AV LIBERTADOR,6611172,40.0,37.0
490,62.0,40,R03,IMPAGA,2020-04-10,09:23,AV SIEMPRE VIVA,81ZFJD,22.0,20.0
491,61.0,40,,PAGADA,2023-09-07,09:23,RUTA 9,BX55DOG,21.0,19.0
492,62.0,40,R02,APELADA,2020-05-29,09:23,AV SIEMPRE VIVA,M431ZW,22.0,20.0
493,80.0,60,R02,PAGADA,1932-01-01,09:23,AV LIBERTADOR,MPX9357,20.0,17.0
495,111.0,80,R01,ERROR,2023-09-15,09:24,AV LIBERTADOR,HF3461,31.0,27.0
497,150.0,80,R02,IMPAGA,2020-07-14,14:16,AV SIEMPRE VIVA,BB8986,70.0,66.0
498,103.0,60,R03,APELADA,2021-01-23,00:00,RUTA 9,BX55DOG,43.0,40.0
499,51.0,40,,ERROR,2020-02-13,08:17,AV LIBERTADOR,AWS167,11.0,9.0
500,63.0,40,,PAGADA,2020-06-27,00:00,RUTA 9,GCP332,23.0,21.0
505,131.0,60,,APELADA,1932-01-01,08:18,RUTA 9,UM96201,71.0,68.0
506,53.0,40,R01,PAGADA,2023-12-31,14:16,AV LIBERTADOR,691XC80,13.0,11.0
507,71.0,60,R01,ERROR,1932-01-01,18:23,AV LIBERTADOR,CD05601,11.0,8.0
509,143.0,80,,ERROR,2022-09-05,14:16,RUTA 9,VY90540,63.0,59.0
513,133.0,80,,PAGADA,2020-12-23,18:24,RUTA 9,T0YDR,53.0,49.0
514,71.0,40,R02,APELADA,2022-02-09,09:24,AV SIEMPRE VIVA,9999868,31.0,29.0
515,117.0,80,R02,PAGADA,1932-01-01,18:24,AV LIBERTADOR,MX60NZA,37.0,33.0
518,146.0,80,R01,APELADA,2023-11-12,18:24,AV SIEMPRE VIVA,GOOGLE,66.0,62.0
519,100.0,40,R01,IMPAGA,2022-10-15,08:18,AV LIBERTADOR,WU08YWC,60.0,58.0
524,87.0,80,R03,IMPAGA,2020-01-28,18:24,AV LIBERTADOR,HF3461,7.0,3.0
526,129.0,60,R02,APELADA,2022-07-30,00:00,AV LIBERTADOR,FD1475,69.0,66.0
527,158.0,80,R02,ERROR,1932-01-01,18:24,RUTA 9,J1S1,78.0,74.0
533,120.0,60,R02,ERROR,1932-01-01,09:25,RUTA 9,VNK296GP,60.0,57.0
536,47.0,40,R02,PAGADA,1932-01-01,08:19,AV SIEMPRE VIVA,HAMSTUR,7.0,5.0
539,85.0,60,,IMPAGA,2023-08-19,09:25,AV LIBERTADOR,OUTSTDN,25.0,22.0
541,118.0,40,R03,APELADA,2020-06-25,08:19,RUTA 9,WEFLYN,78.0,76.0
544,101.0,80,,ERROR,2022-09-15,18:25,AV SIEMPRE VIVA,VY90540,21.0,17.0
545,81.0,60,R01,IMPAGA,1932-01-01,09:25,AV SIEMPRE VIVA,WEFLYN,21.0,18.0
550,75.0,60,,IMPAGA,1932-01-01,08:20,RUTA 9,FVIOUHP,15.0,12.0
551,90.0,60,R02,IMPAGA,2020-01-22,00:00,RUTA 9,MX60NZA,30.0,27.0
553,55.0,40,R02,ERROR,1932-01-01,09:26,AV SIEMPRE VIVA,DK414N,15.0,13.0
555,98.0,40,R01,APELADA,2023-02-19,14:18,AV LIBERTADOR,HAMSTUR,58.0,56.0
557,52.0,40,,PAGADA,2022-01-26,00:00,AV LIBERTADOR,VTIIAHV,12.0,10.0
561,116.0,80,,APELADA,2022-06-06,00:00,RUTA 9,TL03GOG,36.0,32.0
564,118.0,80,R03,APELADA,1932-01-01,14:18,AV LIBERTADOR,6611172,38.0,34.0
565,134.0,80,R02,APELADA,2021-12-16,14:19,AV LIBERTADOR,6NCE831,54.0,50.0
568,153.0,80,R03,ERROR,2022-09-06,08:20,RUTA 9,BHRP770,73.0,69.0
569,132.0,60,,APELADA,2022-02-23,09:26,AV SIEMPRE VIVA,FD1475,72.0,69.0
571,87.0,60,R01,IMPAGA,1932-01-01,09:26,RUTA 9,FVIOUHP,27.0,24.0
574,78.0,60,R01,APELADA,1932-01-01,18:26,RUTA 9,GE1466,18.0,15.0
576,80.0,40,R02,ERROR,2021-07-17,14:19,AV LIBERTADOR,B81JKY,40.0,38.0
578,126.0,80,R02,APELADA,1932-01-01,09:27,AV SIEMPRE VIVA,HF3461,46.0,42.0
579,139.0,60,,PAGADA,2021-06-20,09:27,RUTA 9,BX55DOG,79.0,76.0
581,107.0,60,R03,APELADA,2021-11-17,18:26,AV LIBERTADOR,8B90638,47.0,44.0
582,95.0,60,R01,APELADA,2020-06-14,14:20,AV SIEMPRE VIVA,INTIGR8,35.0,32.0
583,76.0,60,R03,APELADA,2020-07-04,08:21,AV SIEMPRE VIVA,DK414N,16.0,13.0
587,100.0,40,R01,PAGADA,2021-04-15,00:00,AV SIEMPRE VIVA,HF3461,60.0,58.0
589,145.0,80,,PAGADA,1932-01-01,09:27,RUTA 9,J1S1,65.0,61.0
593,141.0,80,R02,PAGADA,2022-06-01,18:27,AV SIEMPRE VIVA,B81JKY,61.0,57.0
600,153.0,80,R03,IMPAGA,2021-01-16,14:20,AV LIBERTADOR,WEFLYN,73.0,69.0
605,105.0,60,,PAGADA,2020-11-18,14:20,AV LIBERTADOR,MX60NZA,45.0,42.0
608,113.0,80,R02,APELADA,2020-10-21,08:22,AV LIBERTADOR,FD1475,33.0,29.0
610,85.0,80,,ERROR,2020-09-20,14:21,AV SIEMPRE VIVA,M20CPR,5.0,1.0
612,109.0,60,,IMPAGA,2024-01-26,09:28,AV SIEMPRE VIVA,HAMSTUR,49.0,46.0
613,111.0,80,R03,APELADA,1932-01-01,08:22,AV LIBERTADOR,T0YDR,31.0,27.0
615,116.0,80,R03,APELADA,1932-01-01,18:28,RUTA 9,GOOGLE,36.0,32.0
616,76.0,60,R02,PAGADA,2022-10-22,14:21,AV SIEMPRE VIVA,HF58HXP,16.0,13.0
622,69.0,40,,ERROR,2020-06-03,09:29,AV LIBERTADOR,VNK296GP,29.0,27.0
624,140.0,80,R01,ERROR,1932-01-01,08:23,AV LIBERTADOR,41RSTZ,60.0,56.0
625,97.0,80,R01,APELADA,1932-01-01,09:29,AV LIBERTADOR,VTIIAHV,17.0,13.0
626,131.0,80,R02,PAGADA,1932-01-01,09:29,AV SIEMPRE VIVA,589222,51.0,47.0
627,146.0,80,R02,ERROR,1932-01-01,18:28,AV SIEMPRE VIVA,M431ZW,66.0,62.0
